session,side,rng_pips,sweep_m,depth_pips,reclaim_min,entry_px,spread_pips,fade_outcome,fade_r,fade_minutes,fade_rr,cont_bps_60,cont_bps_120,symbol,mode,window,reclaimed,sweep_hour
2015-01-18,1,21.94999999999947,604,0.9499999999995623,1.0,1.1572900000000002,0.3330275229358022,SL,-1.0,0.0,3.8867924528327342,-15.204920865298085,7.818439422214353,EURUSD,asia,A00-07/obs16,True,7
2015-01-19,1,33.34999999999866,760,0.750000000002693,0.0,1.1596950000000001,0.21196581196602396,SL,-1.0,4.0,3.289017341041108,13.408813600242746,-15.435225944977992,EURUSD,asia,A00-07/obs16,True,9
2015-01-20,1,47.20000000000057,955,52.200000000000024,100.0,1.157875,0.31033653846152187,SL,-1.0,12.0,0.5741737125288322,32.658308670629324,36.79991716782782,EURUSD,asia,A00-07/obs16,True,12
2015-01-21,-1,40.400000000002656,600,0.1999999999990898,0.0,1.15784,0.24915254237263187,TP,12.014925373135753,145.0,12.014925373135753,-3.2388034564511714,-26.687740481156965,EURUSD,asia,A00-07/obs16,True,7
2015-01-22,-1,59.40000000000056,704,200.00000000000017,,,,,,,,44.99089575194053,71.33134159492302,EURUSD,asia,A00-07/obs16,False,8
2015-01-25,1,79.94999999999973,602,9.249999999998426,4.0,1.12171,0.4182481751825637,SL,-1.0,50.0,5.804428044281423,7.305447904138652,4.855450131409129,EURUSD,asia,A00-07/obs16,True,7
2015-01-26,1,34.4499999999992,669,164.34999999999977,,,,,,,,34.8790769913467,41.80164189039462,EURUSD,asia,A00-07/obs16,False,8
2015-01-27,-1,51.699999999998965,709,4.00000000000178,1.0,1.13373,0.3371621621622255,SL,-1.0,358.0,3.30036630036614,-24.491741208347243,-21.57920982140718,EURUSD,asia,A00-07/obs16,True,8
2015-01-28,1,34.14999999999946,614,8.550000000000502,9.0,1.12957,0.2802631578949368,SL,-1.0,123.0,2.7925311203315335,-26.465095283192685,-0.9736322679421173,EURUSD,asia,A00-07/obs16,True,7
2015-01-29,1,25.15000000000045,693,8.099999999999774,8.0,1.134355,0.2414893617020089,TP,1.9713114754098302,50.0,1.9713114754098302,-25.871225643804877,-10.225084070465371,EURUSD,asia,A00-07/obs16,True,8
2015-02-01,1,33.10000000000146,690,19.050000000000455,22.0,1.13239,0.2929687500001152,SL,-1.0,66.0,1.322105263157946,-8.343081643011029,18.89332774185228,EURUSD,asia,A00-07/obs16,True,8
2015-02-02,1,29.09999999999968,702,0.7499999999982521,0.0,1.13483,0.2768595041320449,TP,3.9398496240604164,14.0,3.9398496240604164,-11.852047672549965,-0.6168351948539597,EURUSD,asia,A00-07/obs16,True,8
2015-02-03,-1,29.850000000000154,680,4.700000000001925,8.0,1.14554,0.2604166666666842,SL,-1.0,2.0,3.6937499999994325,-10.347221312656282,-0.04365916165512503,EURUSD,asia,A00-07/obs16,True,8
