tf,họ,công cụ,N,k,ts,ALL,FORM,OOS,n,thắng%,net,t,năm+
M30,rsi_div,GBPAUD,192,10.0,192,-0.052,0.051,-0.241,200,49.0,-1.17,-0.16,4/7
M30,rsi_div,GBPNZD,24,3.0,48,0.058,0.246,-0.292,727,50.9,0.34,0.18,4/7
M30,rsi_div,GBPNZD,24,3.0,192,0.336,0.311,0.393,472,63.3,3.98,1.04,5/7
M30,rsi_div,GBPNZD,24,6.0,48,0.284,0.43,-0.006,409,52.3,2.35,0.87,5/7
M30,rsi_div,GBPNZD,24,6.0,192,0.708,0.933,0.298,302,57.3,11.11,2.19,6/7
M30,rsi_div,GBPNZD,24,10.0,48,0.573,0.828,0.04,162,60.5,7.44,1.78,5/7
M30,rsi_div,GBPNZD,24,10.0,192,0.682,0.957,0.164,140,55.7,17.71,2.12,5/7
M30,rsi_div,GBPNZD,48,3.0,48,0.168,0.439,-0.347,781,52.1,0.97,0.51,4/7
M30,rsi_div,GBPNZD,48,3.0,192,0.389,0.511,0.161,490,63.1,4.39,1.2,6/7
M30,rsi_div,GBPNZD,48,6.0,48,0.37,0.66,-0.223,507,52.9,2.75,1.13,5/7
M30,rsi_div,GBPNZD,48,6.0,192,0.418,0.64,-0.001,342,56.7,6.32,1.29,5/7
M30,rsi_div,GBPNZD,48,10.0,48,0.448,0.928,-0.554,252,54.4,4.78,1.37,4/7
M30,rsi_div,GBPNZD,48,10.0,192,0.334,0.776,-0.402,199,54.3,7.15,1.02,5/7
M30,rsi_div,GBPNZD,96,3.0,48,0.687,1.049,-0.052,704,52.8,4.45,2.12,5/7
M30,rsi_div,GBPNZD,96,3.0,192,0.703,1.029,0.068,415,62.9,9.25,2.17,5/7
M30,rsi_div,GBPNZD,96,6.0,48,0.63,0.977,-0.098,521,53.7,4.85,1.94,5/7
M30,rsi_div,GBPNZD,96,6.0,192,0.622,0.734,0.432,320,57.5,9.63,1.93,5/7
M30,rsi_div,GBPNZD,96,10.0,48,0.343,0.756,-0.595,325,53.5,3.24,1.06,4/7
M30,rsi_div,GBPNZD,96,10.0,192,0.247,0.513,-0.207,224,54.9,5.08,0.76,5/7
M30,rsi_div,GBPNZD,192,3.0,48,1.026,1.357,0.39,546,55.5,7.59,3.17,6/7
M30,rsi_div,GBPNZD,192,3.0,192,1.35,1.674,0.765,316,62.0,22.62,4.25,7/7
M30,rsi_div,GBPNZD,192,6.0,48,0.921,1.249,0.282,457,57.5,7.48,2.85,6/7
M30,rsi_div,GBPNZD,192,6.0,192,0.938,1.173,0.517,272,59.2,17.07,2.92,6/7
M30,rsi_div,GBPNZD,192,10.0,48,0.832,1.393,-0.326,340,58.5,7.99,2.58,5/7
M30,rsi_div,GBPNZD,192,10.0,192,0.664,0.941,0.197,217,57.1,14.23,2.05,6/7
M30,rsi_div,AUDNZD,24,3.0,48,-0.513,-0.966,0.313,764,46.6,-1.81,-1.57,4/7
M30,rsi_div,AUDNZD,24,3.0,192,-0.783,-1.041,-0.305,463,56.6,-6.29,-2.41,0/7
M30,rsi_div,AUDNZD,24,6.0,48,-0.341,-0.373,-0.285,441,47.8,-1.58,-1.05,2/7
M30,rsi_div,AUDNZD,24,6.0,192,-0.585,-0.611,-0.55,308,50.6,-6.16,-1.8,2/7
M30,rsi_div,AUDNZD,24,10.0,48,-0.026,0.261,-0.76,166,48.2,-0.19,-0.08,4/7
M30,rsi_div,AUDNZD,24,10.0,192,-0.373,-0.34,-0.446,144,45.8,-6.02,-1.15,2/7
M30,rsi_div,AUDNZD,48,3.0,48,-0.583,-1.031,0.26,829,46.1,-2.06,-1.8,2/7
M30,rsi_div,AUDNZD,48,3.0,192,-0.648,-0.955,-0.067,482,56.6,-4.97,-2.0,1/7
M30,rsi_div,AUDNZD,48,6.0,48,-0.553,-0.723,-0.204,563,46.9,-2.32,-1.7,2/7
M30,rsi_div,AUDNZD,48,6.0,192,-0.468,-0.68,-0.038,355,51.3,-4.52,-1.44,3/7
M30,rsi_div,AUDNZD,48,10.0,48,-0.185,-0.109,-0.364,274,47.8,-1.06,-0.57,3/7
M30,rsi_div,AUDNZD,48,10.0,192,-0.687,-0.666,-0.742,206,44.2,-9.23,-2.13,1/7
M30,rsi_div,AUDNZD,96,3.0,48,-0.11,-0.519,0.653,748,46.1,-0.45,-0.34,3/7
M30,rsi_div,AUDNZD,96,3.0,192,-0.376,-0.557,-0.026,403,54.3,-3.43,-1.16,2/7
M30,rsi_div,AUDNZD,96,6.0,48,-0.141,-0.32,0.207,594,46.3,-0.62,-0.43,3/7
M30,rsi_div,AUDNZD,96,6.0,192,-0.364,-0.523,-0.059,340,51.8,-3.65,-1.12,2/7
M30,rsi_div,AUDNZD,96,10.0,48,0.087,-0.097,0.414,368,47.6,0.46,0.27,4/7
M30,rsi_div,AUDNZD,96,10.0,192,-0.239,-0.401,0.061,237,49.4,-2.98,-0.73,3/7
M30,rsi_div,AUDNZD,192,3.0,48,-0.165,-0.38,0.231,589,47.4,-0.74,-0.51,3/7
M30,rsi_div,AUDNZD,192,3.0,192,-0.557,-0.403,-0.873,299,44.5,-6.38,-1.72,1/7
M30,rsi_div,AUDNZD,192,6.0,48,-0.061,-0.144,0.088,534,47.6,-0.27,-0.19,3/7
M30,rsi_div,AUDNZD,192,6.0,192,-0.5,-0.357,-0.8,281,44.5,-5.84,-1.54,1/7
M30,rsi_div,AUDNZD,192,10.0,48,-0.01,-0.153,0.25,405,47.2,-0.05,-0.03,3/7
M30,rsi_div,AUDNZD,192,10.0,192,-0.51,-0.252,-1.071,227,43.6,-6.78,-1.57,0/7
M30,rsi_div,EURCHF,24,3.0,48,0.441,0.598,0.158,734,53.7,1.91,1.36,6/7
M30,rsi_div,EURCHF,24,3.0,192,-0.113,0.073,-0.47,478,59.0,-0.9,-0.35,4/7
M30,rsi_div,EURCHF,24,6.0,48,0.002,0.223,-0.411,421,52.7,0.01,0.01,4/7
M30,rsi_div,EURCHF,24,6.0,192,-0.274,0.024,-0.841,297,52.9,-3.26,-0.84,4/7
M30,rsi_div,EURCHF,24,10.0,48,0.016,-0.109,0.223,167,51.5,0.14,0.05,5/7
M30,rsi_div,EURCHF,24,10.0,192,-0.566,-0.759,-0.27,144,45.8,-8.32,-1.74,2/7
M30,rsi_div,EURCHF,48,3.0,48,0.431,0.502,0.302,796,54.1,1.83,1.34,5/7
M30,rsi_div,EURCHF,48,3.0,192,0.148,0.322,-0.165,496,60.1,1.16,0.46,4/7
M30,rsi_div,EURCHF,48,6.0,48,0.218,0.529,-0.387,532,53.9,1.21,0.67,5/7
M30,rsi_div,EURCHF,48,6.0,192,-0.04,0.252,-0.579,346,54.6,-0.43,-0.12,4/7
M30,rsi_div,EURCHF,48,10.0,48,0.147,0.209,0.03,261,52.9,1.01,0.44,5/7
M30,rsi_div,EURCHF,48,10.0,192,-0.141,-0.185,-0.066,205,48.8,-1.8,-0.43,3/7
M30,rsi_div,EURCHF,96,3.0,48,0.357,0.566,-0.02,696,52.4,1.59,1.08,6/7
M30,rsi_div,EURCHF,96,3.0,192,0.189,0.252,0.075,408,59.6,1.78,0.58,5/7
M30,rsi_div,EURCHF,96,6.0,48,0.065,0.419,-0.633,540,52.6,0.34,0.2,4/7
M30,rsi_div,EURCHF,96,6.0,192,-0.253,-0.05,-0.615,335,53.1,-2.74,-0.78,3/7
M30,rsi_div,EURCHF,96,10.0,48,0.057,0.147,-0.133,330,51.2,0.36,0.17,4/7
M30,rsi_div,EURCHF,96,10.0,192,-0.444,-0.47,-0.4,228,46.9,-5.38,-1.36,2/7
M30,rsi_div,EURCHF,192,3.0,48,0.093,0.477,-0.573,549,51.4,0.47,0.29,4/7
M30,rsi_div,EURCHF,192,3.0,192,-0.679,-0.444,-1.106,298,49.0,-7.89,-2.1,2/7
M30,rsi_div,EURCHF,192,6.0,48,-0.028,0.397,-0.851,466,50.2,-0.16,-0.09,4/7
M30,rsi_div,EURCHF,192,6.0,192,-0.73,-0.489,-1.191,267,48.3,-9.01,-2.26,1/7
M30,rsi_div,EURCHF,192,10.0,48,-0.101,0.05,-0.433,334,48.8,-0.65,-0.31,3/7
M30,rsi_div,EURCHF,192,10.0,192,-0.558,-0.704,-0.321,206,45.1,-7.49,-1.71,3/7
M30,rsi_div,GBPCHF,24,3.0,48,-0.071,-0.039,-0.138,731,50.5,-0.43,-0.22,4/7
M30,rsi_div,GBPCHF,24,3.0,192,0.395,0.458,0.275,493,65.9,4.73,1.22,6/7
M30,rsi_div,GBPCHF,24,6.0,48,-0.026,0.233,-0.545,432,50.0,-0.22,-0.08,3/7
M30,rsi_div,GBPCHF,24,6.0,192,-0.415,-0.153,-0.991,312,55.1,-7.19,-1.27,2/7
M30,rsi_div,GBPCHF,24,10.0,48,-0.338,0.091,-1.076,162,47.5,-5.09,-1.04,3/7
M30,rsi_div,GBPCHF,24,10.0,192,-0.561,-0.396,-0.974,132,46.2,-17.42,-1.74,1/7
M30,rsi_div,GBPCHF,48,3.0,48,0.044,0.166,-0.195,789,50.6,0.26,0.14,5/7
M30,rsi_div,GBPCHF,48,3.0,192,0.348,0.499,0.042,500,64.8,4.08,1.07,4/7
M30,rsi_div,GBPCHF,48,6.0,48,-0.187,0.297,-1.179,536,50.2,-1.36,-0.58,3/7
M30,rsi_div,GBPCHF,48,6.0,192,-0.287,0.063,-1.039,362,55.5,-4.45,-0.88,3/7
M30,rsi_div,GBPCHF,48,10.0,48,-0.162,0.318,-1.078,256,52.0,-1.79,-0.5,3/7
M30,rsi_div,GBPCHF,48,10.0,192,-0.494,-0.459,-0.579,195,50.8,-11.33,-1.52,2/7
M30,rsi_div,GBPCHF,96,3.0,48,0.166,0.217,0.063,703,51.4,1.08,0.5,4/7
M30,rsi_div,GBPCHF,96,3.0,192,0.174,0.395,-0.26,410,60.5,2.39,0.54,4/7
M30,rsi_div,GBPCHF,96,6.0,48,0.035,0.444,-0.814,549,50.3,0.25,0.11,3/7
M30,rsi_div,GBPCHF,96,6.0,192,-0.188,0.194,-0.951,332,52.7,-2.89,-0.58,4/7
M30,rsi_div,GBPCHF,96,10.0,48,-0.202,0.072,-0.713,322,52.8,-1.94,-0.62,3/7
M30,rsi_div,GBPCHF,96,10.0,192,-0.628,-0.598,-0.706,216,49.5,-13.08,-1.94,1/7
M30,rsi_div,GBPCHF,192,3.0,48,0.112,0.39,-0.484,530,50.8,0.85,0.34,4/7
M30,rsi_div,GBPCHF,192,3.0,192,0.077,0.342,-0.414,293,54.3,1.37,0.24,4/7
M30,rsi_div,GBPCHF,192,6.0,48,-0.185,0.088,-0.687,469,49.7,-1.44,-0.57,3/7
M30,rsi_div,GBPCHF,192,6.0,192,-0.061,0.237,-0.603,266,53.4,-1.12,-0.19,4/7
M30,rsi_div,GBPCHF,192,10.0,48,-0.345,0.073,-1.159,330,49.1,-3.37,-1.06,2/7
M30,rsi_div,GBPCHF,192,10.0,192,-0.304,-0.037,-0.832,204,52.5,-7.02,-0.93,2/7
M30,rsi_div,AUDCHF,24,3.0,48,0.201,-0.212,0.844,732,52.3,1.57,0.62,4/7
M30,rsi_div,AUDCHF,24,3.0,192,0.479,0.316,0.739,484,61.4,6.9,1.48,4/7
M30,rsi_div,AUDCHF,24,6.0,48,0.39,0.292,0.538,422,53.1,4.66,1.2,3/7
M30,rsi_div,AUDCHF,24,6.0,192,0.142,0.138,0.155,295,55.9,2.97,0.44,4/7
M30,rsi_div,AUDCHF,24,10.0,48,0.354,0.48,0.183,174,59.8,6.92,1.09,4/7
M30,rsi_div,AUDCHF,24,10.0,192,-0.038,-0.028,-0.057,146,50.0,-1.38,-0.12,4/7
M30,rsi_div,AUDCHF,48,3.0,48,0.156,-0.182,0.661,794,51.4,1.14,0.48,3/7
M30,rsi_div,AUDCHF,48,3.0,192,0.472,0.456,0.498,498,62.9,6.68,1.45,5/7
M30,rsi_div,AUDCHF,48,6.0,48,0.249,0.09,0.499,532,52.4,2.53,0.76,3/7
M30,rsi_div,AUDCHF,48,6.0,192,0.191,0.056,0.471,348,57.8,3.51,0.59,4/7
M30,rsi_div,AUDCHF,48,10.0,48,0.445,0.752,-0.036,260,58.5,6.75,1.37,4/7
M30,rsi_div,AUDCHF,48,10.0,192,0.193,0.498,-0.421,197,56.3,5.46,0.59,3/7
M30,rsi_div,AUDCHF,96,3.0,48,0.325,-0.002,0.807,718,51.9,2.61,1.0,3/7
M30,rsi_div,AUDCHF,96,3.0,192,0.376,0.435,0.275,415,61.7,6.4,1.16,4/7
M30,rsi_div,AUDCHF,96,6.0,48,0.182,-0.105,0.593,578,51.0,1.68,0.56,3/7
M30,rsi_div,AUDCHF,96,6.0,192,0.169,-0.069,0.65,342,58.5,3.17,0.52,4/7
M30,rsi_div,AUDCHF,96,10.0,48,0.356,0.671,-0.137,334,55.7,4.57,1.1,4/7
M30,rsi_div,AUDCHF,96,10.0,192,0.076,0.239,-0.232,221,52.9,1.97,0.23,3/7
M30,rsi_div,AUDCHF,192,3.0,48,-0.037,-0.138,0.12,546,49.6,-0.34,-0.11,3/7
M30,rsi_div,AUDCHF,192,3.0,192,-0.005,-0.053,0.079,300,52.3,-0.13,-0.02,4/7
M30,rsi_div,AUDCHF,192,6.0,48,0.027,-0.042,0.134,477,48.6,0.26,0.08,3/7
M30,rsi_div,AUDCHF,192,6.0,192,-0.09,-0.149,0.021,275,50.9,-2.12,-0.28,4/7
M30,rsi_div,AUDCHF,192,10.0,48,0.216,0.472,-0.192,338,53.8,2.56,0.66,4/7
M30,rsi_div,AUDCHF,192,10.0,192,0.007,0.235,-0.435,215,48.8,0.2,0.02,3/7
M30,rsi_div,EURCAD,24,3.0,48,0.512,0.587,0.373,735,51.2,2.76,1.59,6/7
M30,rsi_div,EURCAD,24,3.0,192,0.392,0.455,0.271,486,62.3,3.89,1.19,5/7
M30,rsi_div,EURCAD,24,6.0,48,0.199,0.321,-0.067,411,48.9,1.43,0.61,6/7
M30,rsi_div,EURCAD,24,6.0,192,0.108,0.267,-0.22,301,54.5,1.51,0.33,5/7
M30,rsi_div,EURCAD,24,10.0,48,-0.097,0.087,-0.449,156,48.7,-1.0,-0.29,3/7
M30,rsi_div,EURCAD,24,10.0,192,-0.319,-0.281,-0.402,133,48.1,-7.41,-0.98,2/7
M30,rsi_div,EURCAD,48,3.0,48,0.418,0.454,0.353,799,50.8,2.14,1.29,6/7
M30,rsi_div,EURCAD,48,3.0,192,0.196,0.109,0.371,494,60.7,1.9,0.6,5/7
M30,rsi_div,EURCAD,48,6.0,48,0.032,0.29,-0.517,540,49.1,0.2,0.1,5/7
M30,rsi_div,EURCAD,48,6.0,192,-0.014,-0.071,0.113,359,56.0,-0.18,-0.04,3/7
M30,rsi_div,EURCAD,48,10.0,48,-0.3,-0.128,-0.611,270,48.5,-2.41,-0.92,4/7
M30,rsi_div,EURCAD,48,10.0,192,-0.527,-0.68,-0.249,203,47.8,-9.37,-1.63,2/7
M30,rsi_div,EURCAD,96,3.0,48,0.289,0.308,0.256,707,51.9,1.56,0.89,7/7
M30,rsi_div,EURCAD,96,3.0,192,0.036,-0.082,0.26,397,58.4,0.42,0.11,4/7
M30,rsi_div,EURCAD,96,6.0,48,0.104,0.218,-0.128,558,51.1,0.62,0.32,4/7
M30,rsi_div,EURCAD,96,6.0,192,-0.035,-0.209,0.302,331,55.0,-0.44,-0.11,4/7
M30,rsi_div,EURCAD,96,10.0,48,0.046,0.212,-0.25,345,51.9,0.33,0.14,5/7
M30,rsi_div,EURCAD,96,10.0,192,-0.271,-0.397,-0.028,229,50.2,-4.6,-0.83,3/7
M30,rsi_div,EURCAD,192,3.0,48,0.203,0.08,0.453,538,52.4,1.35,0.62,5/7
M30,rsi_div,EURCAD,192,3.0,192,0.251,0.075,0.576,298,53.4,3.71,0.77,5/7
M30,rsi_div,EURCAD,192,6.0,48,0.271,0.454,-0.117,479,52.8,1.77,0.83,6/7
M30,rsi_div,EURCAD,192,6.0,192,0.128,0.174,0.034,270,52.6,2.02,0.39,5/7
M30,rsi_div,EURCAD,192,10.0,48,-0.027,0.132,-0.327,344,52.9,-0.19,-0.08,4/7
M30,rsi_div,EURCAD,192,10.0,192,-0.245,-0.173,-0.4,205,49.3,-4.5,-0.75,2/7
M30,rsi_div,GBPCAD,24,3.0,48,0.371,0.379,0.365,773,54.9,2.13,1.15,6/7
M30,rsi_div,GBPCAD,24,3.0,192,0.054,0.064,0.035,503,61.0,0.59,0.17,3/7
M30,rsi_div,GBPCAD,24,6.0,48,0.339,0.189,0.626,416,53.8,2.6,1.04,4/7
M30,rsi_div,GBPCAD,24,6.0,192,-0.054,-0.141,0.124,303,52.5,-0.83,-0.17,3/7
M30,rsi_div,GBPCAD,24,10.0,48,0.601,0.893,0.14,169,53.3,6.92,1.85,4/7
M30,rsi_div,GBPCAD,24,10.0,192,0.494,0.88,-0.18,141,55.3,11.17,1.52,5/7
M30,rsi_div,GBPCAD,48,3.0,48,0.057,0.058,0.056,811,52.2,0.31,0.18,3/7
M30,rsi_div,GBPCAD,48,3.0,192,-0.066,-0.118,0.042,503,61.2,-0.72,-0.2,3/7
M30,rsi_div,GBPCAD,48,6.0,48,0.19,0.082,0.403,532,52.1,1.29,0.58,5/7
M30,rsi_div,GBPCAD,48,6.0,192,0.127,0.118,0.15,354,57.1,1.83,0.39,4/7
M30,rsi_div,GBPCAD,48,10.0,48,0.536,0.77,0.136,276,52.2,4.88,1.65,4/7
M30,rsi_div,GBPCAD,48,10.0,192,0.313,0.433,0.07,212,51.9,6.15,0.96,4/7
M30,rsi_div,GBPCAD,96,3.0,48,0.162,-0.029,0.578,698,53.0,1.02,0.5,4/7
M30,rsi_div,GBPCAD,96,3.0,192,-0.062,-0.016,-0.157,404,58.2,-0.79,-0.19,3/7
M30,rsi_div,GBPCAD,96,6.0,48,0.336,0.244,0.527,567,53.8,2.18,1.04,5/7
M30,rsi_div,GBPCAD,96,6.0,192,0.013,0.207,-0.392,342,55.0,0.2,0.04,4/7
M30,rsi_div,GBPCAD,96,10.0,48,0.354,0.496,0.087,348,52.0,2.88,1.09,5/7
M30,rsi_div,GBPCAD,96,10.0,192,-0.048,0.12,-0.385,229,49.8,-0.88,-0.15,3/7
M30,rsi_div,GBPCAD,192,3.0,48,0.148,0.2,0.052,557,51.5,0.96,0.45,5/7
M30,rsi_div,GBPCAD,192,3.0,192,-0.08,0.076,-0.377,299,49.5,-1.25,-0.25,4/7
M30,rsi_div,GBPCAD,192,6.0,48,0.257,0.477,-0.173,501,52.5,1.74,0.79,4/7
M30,rsi_div,GBPCAD,192,6.0,192,-0.022,0.242,-0.572,275,50.2,-0.36,-0.07,2/7
M30,rsi_div,GBPCAD,192,10.0,48,0.397,0.749,-0.289,368,51.6,3.17,1.22,5/7
M30,rsi_div,GBPCAD,192,10.0,192,0.067,0.325,-0.52,219,48.9,1.34,0.2,3/7
M30,rsi_div,AUDCAD,24,3.0,48,0.643,0.697,0.551,773,54.9,3.87,1.99,5/7
M30,rsi_div,AUDCAD,24,3.0,192,0.78,0.677,0.95,505,62.2,8.03,2.41,5/7
M30,rsi_div,AUDCAD,24,6.0,48,0.644,0.572,0.75,448,56.0,5.26,2.0,6/7
M30,rsi_div,AUDCAD,24,6.0,192,0.609,0.541,0.714,308,56.5,9.41,1.89,6/7
M30,rsi_div,AUDCAD,24,10.0,48,0.724,0.715,0.738,157,61.8,9.87,2.24,6/7
M30,rsi_div,AUDCAD,24,10.0,192,0.694,0.357,1.581,133,62.4,19.15,2.15,6/7
M30,rsi_div,AUDCAD,48,3.0,48,0.295,0.223,0.421,809,53.3,1.71,0.91,4/7
M30,rsi_div,AUDCAD,48,3.0,192,0.597,0.359,1.074,504,61.1,5.97,1.84,6/7
M30,rsi_div,AUDCAD,48,6.0,48,0.645,0.546,0.804,554,55.6,4.61,2.0,5/7
M30,rsi_div,AUDCAD,48,6.0,192,0.499,0.221,1.047,361,57.6,6.92,1.54,6/7
M30,rsi_div,AUDCAD,48,10.0,48,0.423,0.503,0.309,266,54.9,4.77,1.3,5/7
M30,rsi_div,AUDCAD,48,10.0,192,0.168,-0.353,1.274,205,55.6,3.53,0.52,3/7
M30,rsi_div,AUDCAD,96,3.0,48,0.654,0.781,0.449,717,54.7,3.88,2.0,6/7
M30,rsi_div,AUDCAD,96,3.0,192,0.631,0.624,0.649,416,59.4,7.51,1.95,6/7
M30,rsi_div,AUDCAD,96,6.0,48,0.686,0.788,0.514,565,55.6,4.79,2.12,6/7
M30,rsi_div,AUDCAD,96,6.0,192,0.319,0.29,0.377,338,56.8,5.03,0.98,5/7
M30,rsi_div,AUDCAD,96,10.0,48,0.563,0.798,0.199,340,54.4,5.34,1.74,5/7
M30,rsi_div,AUDCAD,96,10.0,192,-0.022,-0.285,0.545,231,52.4,-0.41,-0.07,4/7
M30,rsi_div,AUDCAD,192,3.0,48,0.428,0.749,-0.087,541,53.2,3.02,1.32,6/7
M30,rsi_div,AUDCAD,192,3.0,192,0.039,0.028,0.056,287,49.5,0.64,0.12,3/7
M30,rsi_div,AUDCAD,192,6.0,48,0.337,0.514,0.077,474,53.8,2.52,1.04,5/7
M30,rsi_div,AUDCAD,192,6.0,192,-0.037,-0.232,0.275,260,50.4,-0.67,-0.11,3/7
M30,rsi_div,AUDCAD,192,10.0,48,0.402,0.777,-0.125,337,54.3,3.9,1.24,6/7
M30,rsi_div,AUDCAD,192,10.0,192,-0.157,-0.355,0.195,199,50.8,-3.39,-0.48,3/7
M30,rsi_div,NZDCAD,24,3.0,48,0.078,0.073,0.089,740,52.3,0.45,0.24,2/7
M30,rsi_div,NZDCAD,24,3.0,192,0.435,0.556,0.207,481,59.5,4.92,1.35,4/7
M30,rsi_div,NZDCAD,24,6.0,48,0.157,0.417,-0.369,416,51.0,1.26,0.48,5/7
M30,rsi_div,NZDCAD,24,6.0,192,0.019,-0.049,0.152,294,55.1,0.3,0.06,4/7
M30,rsi_div,NZDCAD,24,10.0,48,-0.101,-0.208,0.14,148,49.3,-1.19,-0.31,2/7
M30,rsi_div,NZDCAD,24,10.0,192,0.067,-0.43,0.866,127,50.4,1.56,0.2,2/7
M30,rsi_div,NZDCAD,48,3.0,48,0.475,0.584,0.268,823,51.4,2.78,1.47,5/7
M30,rsi_div,NZDCAD,48,3.0,192,0.521,0.575,0.425,506,62.1,5.8,1.6,4/7
M30,rsi_div,NZDCAD,48,6.0,48,0.338,0.369,0.285,538,52.4,2.44,1.04,4/7
M30,rsi_div,NZDCAD,48,6.0,192,0.11,-0.069,0.442,355,56.6,1.58,0.34,4/7
M30,rsi_div,NZDCAD,48,10.0,48,-0.017,-0.192,0.335,241,48.5,-0.18,-0.05,4/7
M30,rsi_div,NZDCAD,48,10.0,192,-0.299,-0.855,0.548,187,48.7,-6.03,-0.92,2/7
M30,rsi_div,NZDCAD,96,3.0,48,0.782,0.582,1.147,725,52.8,4.72,2.41,6/7
M30,rsi_div,NZDCAD,96,3.0,192,0.746,0.618,0.991,422,62.8,9.63,2.31,5/7
M30,rsi_div,NZDCAD,96,6.0,48,0.476,0.227,0.903,550,53.3,3.31,1.47,4/7
M30,rsi_div,NZDCAD,96,6.0,192,0.172,-0.124,0.715,334,56.3,2.73,0.53,5/7
M30,rsi_div,NZDCAD,96,10.0,48,0.022,-0.15,0.315,302,50.0,0.2,0.07,4/7
M30,rsi_div,NZDCAD,96,10.0,192,-0.297,-0.609,0.262,202,49.5,-6.01,-0.91,2/7
M30,rsi_div,NZDCAD,192,3.0,48,0.683,0.533,0.95,553,52.3,4.73,2.1,6/7
M30,rsi_div,NZDCAD,192,3.0,192,0.219,-0.004,0.65,301,55.5,3.67,0.67,5/7
M30,rsi_div,NZDCAD,192,6.0,48,0.78,0.686,0.947,488,53.1,5.8,2.41,6/7
M30,rsi_div,NZDCAD,192,6.0,192,0.013,-0.198,0.394,271,52.4,0.23,0.04,4/7
M30,rsi_div,NZDCAD,192,10.0,48,0.21,0.101,0.427,346,52.0,1.76,0.64,4/7
M30,rsi_div,NZDCAD,192,10.0,192,-0.408,-0.731,0.173,200,46.0,-8.52,-1.25,3/7
M30,rsi_div,CHFJPY,24,3.0,48,-0.196,-0.619,0.518,735,50.5,-1.18,-0.61,3/7
M30,rsi_div,CHFJPY,24,3.0,192,0.104,0.022,0.275,483,61.3,1.29,0.32,4/7
M30,rsi_div,CHFJPY,24,6.0,48,-0.265,-0.523,0.232,417,50.6,-2.21,-0.82,2/7
M30,rsi_div,CHFJPY,24,6.0,192,-0.154,0.006,-0.471,301,56.5,-2.64,-0.47,3/7
M30,rsi_div,CHFJPY,24,10.0,48,-0.088,-0.127,-0.001,184,51.1,-1.13,-0.27,2/7
M30,rsi_div,CHFJPY,24,10.0,192,0.083,0.328,-0.458,157,56.7,2.22,0.26,4/7
M30,rsi_div,CHFJPY,48,3.0,48,-0.044,-0.441,0.65,815,50.4,-0.26,-0.14,3/7
M30,rsi_div,CHFJPY,48,3.0,192,0.145,0.034,0.365,496,60.3,1.72,0.45,4/7
M30,rsi_div,CHFJPY,48,6.0,48,-0.147,-0.34,0.234,547,50.3,-1.1,-0.45,2/7
M30,rsi_div,CHFJPY,48,6.0,192,-0.059,0.062,-0.288,359,57.1,-0.93,-0.18,5/7
M30,rsi_div,CHFJPY,48,10.0,48,0.156,0.117,0.253,286,52.8,1.71,0.48,3/7
M30,rsi_div,CHFJPY,48,10.0,192,0.011,0.279,-0.552,220,57.3,0.24,0.03,6/7
M30,rsi_div,CHFJPY,96,3.0,48,-0.104,-0.584,0.787,735,49.7,-0.67,-0.32,3/7
M30,rsi_div,CHFJPY,96,3.0,192,0.187,-0.045,0.633,405,58.0,2.58,0.57,4/7
M30,rsi_div,CHFJPY,96,6.0,48,-0.185,-0.42,0.304,579,48.5,-1.38,-0.57,2/7
M30,rsi_div,CHFJPY,96,6.0,192,0.086,0.057,0.145,340,57.9,1.39,0.27,3/7
M30,rsi_div,CHFJPY,96,10.0,48,0.144,0.054,0.352,368,51.1,1.38,0.44,4/7
M30,rsi_div,CHFJPY,96,10.0,192,0.089,0.246,-0.24,246,56.9,1.79,0.27,4/7
M30,rsi_div,CHFJPY,192,3.0,48,-0.084,-0.212,0.159,568,50.0,-0.61,-0.26,2/7
M30,rsi_div,CHFJPY,192,3.0,192,0.121,0.234,-0.121,299,53.8,2.2,0.38,6/7
M30,rsi_div,CHFJPY,192,6.0,48,-0.017,-0.179,0.299,503,49.3,-0.13,-0.05,2/7
M30,rsi_div,CHFJPY,192,6.0,192,0.334,0.369,0.271,276,55.4,6.61,1.04,6/7
M30,rsi_div,CHFJPY,192,10.0,48,-0.114,-0.317,0.27,370,50.3,-1.03,-0.35,4/7
M30,rsi_div,CHFJPY,192,10.0,192,0.123,0.178,0.014,224,54.9,2.57,0.38,3/7
M30,rsi_div,CADCHF,24,3.0,48,-0.142,-0.264,0.093,714,51.1,-0.91,-0.44,3/7
M30,rsi_div,CADCHF,24,3.0,192,0.044,0.118,-0.1,478,56.7,0.5,0.14,5/7
M30,rsi_div,CADCHF,24,6.0,48,-0.478,-0.74,0.084,424,48.8,-4.05,-1.47,2/7
M30,rsi_div,CADCHF,24,6.0,192,-0.119,-0.366,0.448,306,54.2,-1.81,-0.37,2/7
M30,rsi_div,CADCHF,24,10.0,48,-0.034,-0.027,-0.05,166,53.0,-0.49,-0.1,3/7
M30,rsi_div,CADCHF,24,10.0,192,0.269,0.242,0.348,143,58.7,7.18,0.83,4/7
M30,rsi_div,CADCHF,48,3.0,48,-0.019,-0.276,0.476,775,51.5,-0.11,-0.06,3/7
M30,rsi_div,CADCHF,48,3.0,192,0.255,0.328,0.113,492,58.9,2.88,0.79,5/7
M30,rsi_div,CADCHF,48,6.0,48,-0.113,-0.393,0.449,539,51.2,-0.83,-0.35,4/7
